Genome elements	LOGFC_prfA_Star vs EGDe_280212.ge	STAT_prfA_Star vs EGDe_280212_LPE.ge	LOGFC_prfA_Star vs EGDe_280212.gr	STAT_prfA_Star vs EGDe_280212_TSTUDENTTILING.gr	CORR_prfA_Star vs EGDe_280212_ARRAYSCORR.gr	STAT_prfA_Star vs EGDe_280212_FDRBY.gr	STAT_prfA_Star vs EGDe_280212_FDRBONF.gr	Strand	Begin	End	Length (bp)	Info	Description	Note	Supp Note	Operon	COG	StartCodon	SD energy
lmo2502	-0.2027119099163901	0.7964097524412905	-1.1011491829570001	7.995912760062793E-10	5.432089231516671	0.5000000253288895	0.5000011462140942												
lmo2503	0.011452380758919745	0.9884412194306567	-0.8525294410990005	1.4294818093496756E-8	-74.44124143663349	0.5000003905488819	0.500020491621737												
lmo2504	0.7301347132070504	0.38542240090132784	0.4603505997774997	0.004418217860037604	0.6305009081891909	0.5405687622005191	1.0												
lmo2505	0.7239416321283212	0.33136152477420566	0.2848994615019995	0.05643515412297932	0.3935392700989188	0.8830709075474075	1.0												
lmo2506	0.77793428822606	0.3363411437804307	1.0306839645765	3.380225710622184E-9	1.3248984910110986	0.5000000989792591	0.5000048455535562												
lmo2507	1.0878185761919106	0.15563406746452668	1.1294674348499996	1.1146422968467672E-12	1.038286585253846	0.5000000000518746	0.5000000015978397												
lmo2508	-0.06950038605136832	0.9321189035857179	-0.8419755471250006	8.023011681751314E-4	12.114688780328347	0.5087992976683703	1.0												
lmo2509	-0.17337863456826952	0.8383088894488202	-0.28071816759100043	0.5132239970320834	1.6191047316182718	1.0	1.0												
lmo2510	-0.10682673074219018	0.8932270264206219	-0.2220028022555003	0.008020040774478382	2.078157786100089	0.5688385684641034	1.0												
lmo2511	-1.3628361552441497	0.07809994622462613	-1.188422855281	3.175504480814857E-4	0.8720218132663908	0.5038406700343686	0.9552085673248097												
lmo2512	0.2453893791791799	0.7791176336935783	0.17287626862049965	0.7975236543460166	0.7044977626935834	1.0	1.0												
lmo2513	-0.2040265714257794	0.8131627029469597	-0.3143961652019991	0.010871284027323748	1.540956959698604	0.590150733477314	1.0												
lmo2514	-0.04374305858799943	0.9557863014530383	-0.39072422184550004	0.1709146823285712	8.932256555847976	1.0	1.0												
lmo2515	-0.03303550332445937	0.9673208607731052	0.03698782584099969	0.9343062536332687	-1.119638634765829	1.0	1.0												
lmo2516	0.5426670320814413	0.5430437491919258	0.6664771608800004	6.86013880771426E-4	1.2281511893650068	0.5076402925896123	1.0												
lmo2517	0.3417550922248598	0.7153068037324024	0.7535608229599997	7.939636787496414E-4	2.20497321065282	0.5087234891267268	1.0												
lmo2518	0.5800806501950095	0.47404593429391517	-0.11518650783999984	0.2948641622034308	-0.1985698157683364	1.0	1.0												
lmo2519	0.36450785236715966	0.6491230952840015	-0.5342199551710003	0.0016751594232840314	-1.4655924466419832	0.5170721381677927	1.0												
lmo2520	0.12020929151593052	0.8850030650186709	-0.3120778023965003	0.026495906295057096	-2.5961204700648515	0.6968313241003856	1.0												
lmo2521	0.7494479233588294	0.3764964544501921	-0.17617902984300038	0.504167206886396	-0.2350784148595837	1.0	1.0												
lmo2522	0.6036637673787215	0.47028741114846473	0.40857271146899987	0.045985625741016146	0.6768216572664911	0.8203502878382707	1.0												
lmo2523	0.38161827762568024	0.3180338643991756	-0.5686156954115003	0.5169691147072903	-1.4900116916549817	1.0	1.0												
lmo2524	0.2381026188418609	0.7673501712761002	-0.6586060936595	0.11237151991308991	-2.766059847905	1.0	1.0												
lmo2525	0.0014993921320201054	0.9985087291523205	-0.6873866423755	1.4625917727092867E-6	-458.4435436841967	0.5000285515943624	0.5020966253061787												
lmo2526	0.4702122697932083	0.4953348708218437	-0.41029041324250004	0.06220264337995789	-0.8725642430022915	0.9158103318570949	1.0												
lmo2527	0.7200457454175204	0.42173285369144575	1.4009991902429997	0.45500025168213143	1.9457085874879054	1.0	1.0												
lmo2528	-0.08190540868939955	0.9151213281228687	-0.7875849031129998	0.03447475977057874	9.615786255333482	0.7492407618390052	1.0												
lmo2529	0.004822356232820013	0.9945424610548124	-0.6831647158785001	5.633581133092048E-10	-141.66616543776146	0.5000000184368928	0.5000008075738555												
lmo2530	0.020358446990410783	0.9782445460920837	-0.3237480254900005	0.0026598778448780184	-15.90239302843149	0.5257566512589158	1.0												
lmo2531	-0.1240719757904909	0.8718571772646975	-0.27914733153799975	0.005029295439624253	2.2498822136061616	0.5454635415527499	1.0												
lmo2532	-0.0028852098647913493	0.9968138180985321	-0.40007588320600007	0.006928607517669798	138.66439599011022	0.5601879771185605	1.0												
lmo2533	-0.04541145148298931	0.9495919749797326	-0.5790235781850006	8.12665259732273E-6	12.75060715471509	0.5001375777419027	0.5116495564982622												
lmo2534	-0.08105574335928978	0.9133721358750304	-0.6117084057840003	0.01980905664722887	7.546762023667168	0.6525859958049999	1.0												
lmo2535	-0.35306945556068037	0.6513321945223935	-0.9620714889870001	3.0118581037958305E-7	2.724878841357755	0.5000065829606624	0.5004317498591792												
lmo2536	-0.07601343168909125	0.9103653991682855	-1.073783946281	1.4811595659274635E-4	14.12623956609368	0.5019493673097241	0.7123242237757019												
lmo2536a			-1.4313438283704998	0.0015499743724846588	1.4313438283704997E-6	0.03188469972823456	1.0												
lmo2537	0.15540252267937937	0.8464571563462888	-0.4798069979049999	0.006479571246641994	-3.0875109980995585	0.5568114182032726	1.0												
lmo2538	0.15755050152476002	0.8396985968006729	-0.637308602599	0.005151072359089306	-4.045106784371886	0.5463248802158192	1.0												
lmo2539	-0.023704925549870026	0.9760443021085209	-0.6493013393010001	8.117677017765445E-5	27.390988338478888	0.5011460074738306	0.6163669000496677												
lmo2540	-0.4188436439874703	0.6193435023101093	-0.6391170704250002	0.0599602894737184	1.5259084854206821	0.9032432556782828	1.0												
lmo2541	-0.14651245026633042	0.857379673963473	-0.9243214042210002	1.0298728655236274E-14	6.30882496703023	0.5000000000006366	0.5000000000147632												
lmo2542	-0.06788658549823978	0.9324485222945481	-0.8222726971620005	6.37190086232659E-4	12.112447416924821	0.5071420214699209	1.0												
lmo2543	-0.2083819264239306	0.7907083319624565	-0.655276141049	0.014973223158537807	3.1445920109017096	0.6186210033377479	1.0												
lmo2544	0.6115818123452197	0.46842305677530494	0.6418910384559995	0.0029340972762388787	1.0495587434076132	0.5280235417804674	1.0												
lmo2545	-0.016042764838038792	0.9831436255437208	-0.8283476151405003	1.4709755056258663E-8	51.63371921879799	0.500000400099222	0.5000210864338731												
lmo2546	-0.24853918090999016	0.7454116831758788	-1.0466657966410002	2.964234887738189E-13	4.211270805708723	0.5000000000146889	0.5000000004249231												
lmo2547	-0.08133358783836009	0.918422851346859	-0.1689148936720004	0.16326093235521832	2.076815964490547	1.0	1.0												
lmo2548	0.11972998230830889	0.7932342091957452	-0.904364746353	0.0013181881110467674	-7.553369080304624	0.5137665323059935	1.0												
lmo2549	0.01817107396204065	0.9816790488707807	-1.1194579808515002	4.6610062391231266E-4	-61.606594260198726	0.50540549863385	1.0												
lmo2550	0.1227909468882391	0.883267703496907	0.07282903405249974	0.7460141945886256	0.593114035668987	1.0	1.0												
lmo2551	0.9928564020123911	0.24829566227625977	0.6527277837229999	5.509948389032692E-5	0.6574241576123248	0.5008076735022634	0.5789851101567837												
lmo2552	0.16474254284580958	0.8357243527740996	-0.6072764092640004	7.100357315443169E-7	-3.686214858492135	0.5000143648008517	0.5010178362211688												
lmo2553	0.2563838923657098	0.7477860765835289	-0.5042084771090001	0.0019142798879849409	-1.9666152676619388	0.519316098673533	1.0												
lmo2554	0.07978277187506144	0.9224259336681129	-0.3850860326470005	0.007860878046338636	-4.826681545359682	0.5677098357598496	1.0												
lmo2555	0.173337237136451	0.8320023260320495	0.3719446347645001	0.0117110086064403	2.145786104065484	0.5962017143348223	1.0												
lmo2556	0.15828606034891024	0.6798167144481306	-0.8500611534485003	2.554506286003048E-13	-5.370410708148961	0.5000000000128669	0.5000000003661885												
lmo2557	-0.07037531777645967	0.9345173770967646	-0.6561682598915002	9.895456125159731E-5	9.323840809866816	0.5013578310723686	0.6418513635541647												
lmo2558	-0.04810626511699034	0.9513798755971739	-0.7132733530300004	0.0021416469064827123	14.827036588589454	0.5213812051059291	1.0												
lmo2559	0.4419632580199693	0.5711632501264186	-0.5931558615745001	8.280097976813964E-6	-1.3420931509824725	0.500139788758804	0.5118695204497629												
lmo2560	0.20862792738130942	0.7957348722607078	0.19691302804349986	0.4163162760051182	0.9438478851568216	1.0	1.0												
lmo2561	0.08044656040051024	0.9212720660425757	0.642584959413	1.2932502398539504E-7	7.987724474655406	0.5000030499308256	0.500185387421883												
lmo2562	0.7334259688807485	0.37176302564162533	0.7280544446719999	0.001191068729134196	0.992676119422188	0.5126111231924468	1.0												
lmo2563	0.3163563624406205	0.7075606488716515	0.24439035979099977	0.700456618935912	0.7725160256161163	1.0	1.0												
lmo2564	-0.13408275152315952	0.8651430446560407	-0.9935352473000001	0.01232700245779215	7.4098661909424735	0.6006329451540653	1.0												
lmo2565	7.129660065601229E-4	0.9992861744473778	-0.6985452982230003	1.2125333089168012E-11	-979.7736382878915	0.500000000494706	0.500000017381665												
lmo2566	-0.22957151204900939	0.7818874594756158	-0.9338088128295006	4.5818049917244445E-5	4.067616249485472	0.5006797628593942	0.5656801745563699												
lmo2567	-0.13820363625301013	0.8042983843807066	-1.5337363476655002	0.13355807178708778	11.097655526643893	1.0	1.0												
lmo2568	0.2648021603257096	0.7488106661156706	-1.097052925971	0.015203467942326507	-4.14291531693553	0.6202116299964219	1.0												
lmo2569	-0.0032661041880412967	0.9969535043444883	0.6008675917569999	1.1635622185580324E-6	-183.9707361317656	0.5000229706191406	0.501667966440303												
lmo2570	-1.3371852683997485	0.11292207223752782	-2.276931044834	5.039986936284939E-6	1.7027790379106365	0.5000891452271407	0.5072248212731645												
lmo2571	-1.2583165660534288	0.11870306367464489	-2.6829872213710004	8.027914599193793E-24	2.132203686855919	0.5	0.5												
lmo2572	-2.0195108667963897	0.01635195335908568	-2.7050702431599998	2.7769678174131553E-27	1.3394680304202242	0.5	0.5												
lmo2573	-2.20050867871604	0.011259681069384464	-2.8065453757424996	3.841775181272838E-42	1.2754075468496093	0.5	0.5												
lmo2574	-0.12141259358238976	0.879867098073044	-1.1690521688170001	0.019909880972199256	9.628755422506392	0.6532661749740918	1.0												
lmo2575	-0.13321622527445065	0.8669770162481991	-1.3082091433399996	2.3510946056735728E-11	9.82019375376266	0.5000000009246138	0.5000000337029412												
lmo2576	0.6153071281893494	0.5242676266981394	-0.5175183719695005	8.0701948064325E-5	-0.8410732596132768	0.50114061979905	0.6156862425502099												
lmo2577	-0.14401645002741859	0.856628344527199	-0.8867086262299999	7.792528035372213E-7	6.156995440876259	0.5000157131936191	0.5011170588938706												
lmo2578	-0.12035197480019022	0.8807305513936329	-1.072150142015	7.611614962024477E-13	8.908454919788365	0.5000000000358326	0.500000001091125												
lmo2579	0.15364421290890995	0.8527648110809489	-0.9766191422300001	4.549674914692527E-6	-6.356367895281562	0.5000815331914616	0.5065219589902117												
lmo2579a			0.22856511563049997	0.5491878918040147	-2.2856511563049996E-7	1.0	1.0												
lmo2580	1.1446821006436902	0.22327536404755977	0.13682785956700005	0.6650885442747285	0.11953350147613692	1.0	1.0												
lmo2581	0.99066556939633	0.32556667055440247	0.35758972986799975	0.049547758805204394	0.36095907732606464	0.842050365486039	1.0												
lmo2582	-0.14558790136080013	0.8649692922001384	-0.7890932704700004	3.411835576191472E-8	5.4200470169183	0.5000008736449612	0.5000489086629847												
lmo2583	-0.19262336146940928	0.8363443171538615	-0.6802645157770009	2.909071497451878E-4	3.5315784678850304	0.5035535420037668	0.9170153991597267												
lmo2584	0.30808039691710043	0.763588610590006	-0.3126241478080001	0.3072018981284095	-1.014748588148964	1.0	1.0												
lmo2585	-0.28291070812958985	0.7416089438261451	-0.49258370028400034	0.0542168856561091	1.7411278050966097	0.8703150318785173	1.0												
lmo2586	-0.5612196462384293	0.5294724205920253	-1.0092008845539997	3.3717668087703134E-32	1.7982280045222248	0.5	0.5												
lmo2587	0.10050888284433057	0.9040186997472563	-1.1638575142799996	5.020318780500052E-11	-11.579648299171694	0.5000000019024076	0.5000000719662697												
lmo2588	0.4967053359449096	0.5967995714478342	-0.6738335456380002	1.098090653833095E-5	-1.3566062147412408	0.5001833618576238	0.5157411295226975												
lmo2589	0.8163341548693896	0.3798842970500145	-0.8974427858855003	1.1896900589700384E-4	-1.0993571450273176	0.501596664884385	0.670542069953355												
lmo2590	-0.2131962749583689	0.8017989583311514	-0.6054328500350001	1.4035021954347853E-4	2.839790939842752	0.5018591563089102	0.7011920397155764												
lmo2591	0.3005100479880696	0.7307940275669103	0.14940774638499965	0.7864947654951984	0.49718053484498204	1.0	1.0												
lmo2592	-0.29023547018912055	0.7360074017597895	-1.5446864479350002	6.037496117192635E-14	5.32218355988145	0.5000000000032554	0.5000000000865475												
lmo2593	-0.8011244800143613	0.3742620435378933	-1.349811095188	1.0307041191302602E-8	1.684895579727888	0.5000002860686074	0.5000147751435478												
lmo2594	0.9284682976053995	0.33929304085624556	0.3294033248839998	0.7338458501959964	0.3547814456708534	1.0	1.0												
lmo2595	0.33079479014211	0.5803430247547563	-0.5256289709650006	0.053925174610134734	-1.5889880573366635	0.868714845090013	1.0												
lmo2596	0.5821201169874612	0.3754732467827875	-0.3701840879639997	0.4565561237481649	-0.6359238878047113	1.0	1.0												
lmo2597	0.506735774121509	0.09441677145959648	-0.6440182324840005	4.692573891889966E-4	-1.270915268614078	0.5054338908717659	1.0												
lmo2598	-0.019490976685631267	0.980545065414813	-0.882955395362	1.9721667522262617E-10	45.300726054067574	0.500000006868184	0.5000002827101039												
lmo2599	0.016402618182070228	0.983536218394633	-0.9002869316885003	2.950068378818182E-5	-54.886782201185895	0.5004559126898442	0.5422892302103587												
lmo2600	-0.21692578051852962	0.7825589142980971	-0.9787108563205	4.316239066798973E-12	4.511731404082234	0.5000000001900359	0.5000000061873286												
lmo2601	0.19323714446046125	0.8082071177403205	-0.8082307738379999	9.772133649223875E-9	-4.1825849584698975	0.5000002730801087	0.5000140083535861												
lmo2602	-2.0718143746889996	0.029666594442151806	-2.952490745165	3.643422633267456E-29	1.4250749397412588	0.5	0.5												
lmo2603	-1.13587961496604	0.21605697613651098	-1.8077089277200007	4.0185590699476156E-10	1.5914617217371638	0.5000000135127504	0.5000005760604427												
lmo2604	0.12127835904346185	0.8880156696281924	-0.44835817213249984	0.06082138334764214	-3.696934685369747	0.9079136182199208	1.0												
lmo2605	0.5340459305363705	0.5107658699821551	0.2552225520300002	0.47493875737783087	0.4779037484166703	1.0	1.0												
lmo2606	0.34361574281830976	0.6317471600444142	0.1886028453259998	0.2060006807518887	0.5488771957276866	1.0	1.0												
lmo2607	0.20910977543520914	0.7683260157973617	0.17271713444899994	0.5855467860167919	0.8259639420946863	1.0	1.0												
lmo2608	0.22594596406240974	0.7580108577142304	-0.012449240225000047	0.9837784009909485	-0.055098307582787255	1.0	1.0												
lmo2609	0.14274704782961045	0.8396163112616915	-0.1403827560359998	0.43821661349893926	-0.9834371930659276	1.0	1.0												
lmo2610	0.14061574027121004	0.8463137024393164	-0.04249867919000039	0.7223424605258171	-0.3022327309021866	1.0	1.0												
lmo2611	0.009093137324910572	0.9906985701968551	-0.14628562026600012	0.2943862433383718	-16.08747509676907	1.0	1.0												
lmo2612	0.07056402696716901	0.9123576785116796	-0.6165115663044998	2.7230520102506883E-6	-8.73691019067465	0.5000516738715602	0.5039034950566944												
lmo2613	-0.09801869112709127	0.8850845721160799	-0.5010720671575006	4.2008496374346067E-4	5.112005285887866	0.5049487597339288	1.0												
lmo2614	-0.12690612485939035	0.8665814414928578	-0.5205516660380001	0.005372186910463749	4.101864008650187	0.548136575925895	1.0												
lmo2615	-0.1473544596788905	0.8408719021978335	-0.34840258054100026	0.035062046860331056	2.364384364750321	0.7530382629114974	1.0												
lmo2616	-0.07034672001898912	0.922556360936441	-0.28678593083299964	0.23603091544036403	4.076749147019019	1.0	1.0												
lmo2617	-0.219294340964991	0.772909625607497	-0.1261299583040003	0.38579643633943916	0.5751628507556252	1.0	1.0												
lmo2618	-0.051450512152991124	0.945562595328569	-0.05176959660850056	0.5927352052245143	1.0062017741351266	1.0	1.0												
lmo2619	0.004425023859010224	0.9954247175811382	0.050017073209999374	0.9081389232388893	11.303232435268052	1.0	1.0												
lmo2620	0.051842228750210495	0.9462963564216507	0.12133989880899954	0.582012756761427	2.340561000832875	1.0	1.0												
lmo2621	0.14039367224556187	0.8587702076929005	0.11777913421700026	0.7966971993201982	0.8389205320521381	1.0	1.0												
lmo2622	0.17005994633615984	0.8303308460119891	0.1719224912639996	0.5297427827257022	1.010952284579451	1.0	1.0												
lmo2623	0.1462597396270091	0.8531297239553539	0.2204207122595001	0.5697411589345779	1.507049806198315	1.0	1.0												
lmo2624	0.28589281912351083	0.7053851196282983	0.1610404165885	0.36036158414441555	0.5632894770922093	1.0	1.0												
lmo2625	0.1900637327175101	0.8087202214584857	0.12307138005800056	0.4061481612410046	0.6475269021519238	1.0	1.0												
lmo2626	0.26676094711130993	0.719777422842589	0.18007975340199955	0.13939446288962165	0.6750604065251674	1.0	1.0												
lmo2627	0.26371560706356156	0.7146196532225482	0.020054639100999694	0.8468762722086358	0.0760464627949231	1.0	1.0												
lmo2628	0.2327710359601607	0.7274762778799477	-0.030428667385000274	0.9642381274423862	-0.13072359823242016	1.0	1.0												
lmo2629	0.3593169955994089	0.5856186190146229	0.12477084771099989	0.2914705748658408	0.34724449229811255	1.0	1.0												
lmo2630	0.38994103670010993	0.5484471146770451	0.1568325000149997	0.5317128804338906	0.40219542252387797	1.0	1.0												
lmo2631	0.4557764758090084	0.46985655615402067	0.1112106755540001	0.574676015107248	0.24400266678222018	1.0	1.0												
lmo2632	0.5997208416769606	0.3158236933049543	0.07534021494199994	0.5914896097410812	0.1256254738977071	1.0	1.0												
lmo2633	0.5817398224412589	0.32582258895210936	0.06923296416750002	0.7971031087373407	0.11901018547598366	1.0	1.0												
lmo2634	0.22009048938603826	0.7826737025316832	-0.751333709057	0.0010663236473655094	-3.413749095442113	0.5113789031803591	1.0												
lmo2635	-0.11750712025006926	0.8830260220768055	-0.7238726114165004	5.909039932218536E-7	6.160244671778293	0.5000121965502973	0.5008470608742835												
lmo2636	-0.5055799263787808	0.5388481661252589	-0.32201149909750026	0.14953360655040726	0.6369151192451598	1.0	1.0												
lmo2637	-0.48021635690789033	0.4893467600753091	-0.707641509228	3.528812787797557E-6	1.4735889335059276	0.5000655417425276	0.5050585531313078												
lmo2638	-0.25247751824058007	0.7010227098407178	-1.0592133058600002	7.565776246383701E-27	4.195277715185318	0.5	0.5												
lmo2639	0.06066548124374016	0.9389145116397701	-0.7890717835650003	3.7647736563348854E-5	-13.00693190571898	0.500569282301799	0.5539680303635606												
lmo2640	-0.06018329742290973	0.9399964256779381	-0.6260589706249999	3.0035529679480475E-4	10.40253687373867	0.5036598340508847	0.9305593179553526												
lmo2641	-0.2400462899039706	0.7616350296703319	-0.4092949608000003	5.477645097028093E-4	1.7050668059220446	0.5062309805937181	1.0												
lmo2642	-0.3732927548717413	0.6502960705436656	-0.5162809690700003	0.01624452782449681	1.3830457793036675	0.6276187300531961	1.0												
lmo2643	-0.15506853249315	0.8515751602694936	-0.762374661989	1.3281853421366152E-4	4.91637245630526	0.5017689597498157	0.6903953687952837												
lmo2644	0.08216181428676883	0.9254329799568359	-0.07474864737999987	0.5727797735042033	-0.9097735733914682	1.0	1.0												
lmo2644a			-1.0706482788000002	4.387610899689345E-4	1.0706482788000001E-6	0.010238996481374751	1.0												
lmo2646	-0.020574712645158755	0.9807234563665603	-0.7731295932275	1.3773913826247768E-7	37.576689723995635	0.5000032235206177	0.5001974490546993												
lmo2647	-0.10306470620803054	0.9071653869254342	-0.3630242847285001	0.004849731329116353	3.5222948581035607	0.5440681545241401	1.0												
lmo2648	-0.015171803958849317	0.9863309589405409	-0.41855744178200016	0.021032669493914326	27.587849336654955	0.6608974622842758	1.0												
lmo2649	-0.6043031135129109	0.4759977810658179	-1.0720454935970003	4.7120053377709326E-5	1.7740194773530586	0.5006966538842642	0.5675465965169463												
lmo2650	-1.4275932924424204	0.09184642239573937	-1.6814110649190002	1.277938590186573E-7	1.1777941755682613	0.5000030196388527	0.5001831924969032												
lmo2651	-1.4887549876854198	0.07988116649788934	-2.0493871544345	8.065551926913436E-12	1.376577859611876	0.5000000003392469	0.5000000115619687												
lmo2652	-0.47602673128641015	0.5597431422931645	-0.8234013594045004	4.2179117765072925E-5	1.7297376497730461	0.5006295908661665	0.560463765316232												
lmo2653	0.11066390053146158	0.799700270192317	-0.6987746077100003	9.000843395798783E-7	-6.314386212253017	0.5000180308738492	0.5012902709007877												
lmo2654	0.11529567162146037	0.8139158168678087	-0.6462419387800002	9.378164253429383E-18	-5.605084125809568	0.5000000000000008	0.5000000000000134												
lmo2655	0.2558181157887205	0.5893145253430514	-0.5322272728639996	3.974026018885692E-8	-2.080490942649131	0.5000010029141233	0.5000569676629807												
lmo2656	0.23026713188532	0.6446720186186328	-0.4874121886270002	0.010336111517083203	-2.116724973452773	0.5862974564879171	1.0												
lmo2657	-0.08113108895730825	0.9183656497936631	-0.714547595625	4.931728872560423E-7	8.80732164215126	0.500010407489437	0.5007069633338815												
lmo2658	0.6951086758935201	0.4100041129534313	-0.056096980362999815	0.5483545425585277	-0.08070246036116661	1.0	1.0												
lmo2659	-0.28323396825247027	0.7685403044615168	-1.2575496576895002	6.157942063464911E-12	4.439967654474764	0.5000000002644633	0.5000000088274099												
lmo2660	0.054999384827359776	0.9524458959749316	-1.0621877155180002	7.217305980350455E-20	-19.312719930452904	0.5	0.5000000000000001												
lmo2661	0.17417536976544046	0.8658677448653056	-0.5528495422119999	0.016097440995088353	-3.1740971352982608	0.6265444227032981	1.0												
lmo2662	0.6314188899406608	0.536543090251951	-0.5906524061675005	0.033052735872828504	-0.9354367054539794	0.7402371159904658	1.0												
lmo2663	-0.23718834387468046	0.7803140078804028	-0.4940673504865005	0.004462464517492537	2.0830169915413013	0.5409443259539292	1.0												
lmo2664	-0.17810975463460998	0.8507504539174277	-0.3016026151900002	0.11234429319215011	1.69335259491393	1.0	1.0												
lmo2665	-0.1049301729208203	0.9133298236303645	-0.5461748743595001	0.0030420485304571785	5.205126982604331	0.5288636471964187	1.0												
lmo2666	-0.5700619301088308	0.5725288736348855	-0.2342508780305006	0.6749310089798719	0.4109218063128328	1.0	1.0												
lmo2667	0.43765518494767885	0.6657678023843667	0.07980309904299965	0.8487608079404831	0.18234240513462674	1.0	1.0												
lmo2668	-0.5027482510564312	0.6140742616173374	-1.3720934602960009	5.0680729153952544E-12	2.729185944282857	0.5000000002191953	0.5000000072650825												
lmo2669	-0.9469984731811998	0.24445072932911494	-1.1859460921070002	1.7915648414569923E-8	1.2523210181354536	0.5000004830048124	0.5000256820820023												
lmo2670	0.31940518321620104	0.6972879536910657	-1.1425677613675	4.7155622599631377E-4	-3.57717351316153	0.5054450565885796	1.0												
lmo2671	0.1673832620707305	0.8340267462306878	-1.4928632167645004	5.914075318318489E-4	-8.91883213587788	0.5066963159524828	1.0												
lmo2672	-0.1690329614591608	0.8410545873284777	-2.0255036432490003	3.2901086655250645E-22	11.982891536443748	0.5	0.5												
lmo2673	-1.3487912756906795	0.08750028582886704	-3.59748180101	6.733478477595864E-24	2.6671894056905336	0.5	0.5												
lmo2674	-0.5916780657027392	0.469346103077128	-2.1895936736300006	1.8534604853047264E-10	3.700650405266263	0.5000000065566502	0.5000002656935606												
lmo2675	-0.38254088905059014	0.6245548618309889	-1.8912637072400003	6.733858478033967E-7	4.943951774498765	0.5000136912239119	0.5009652986128261												
lmo2676	-0.26370444369449153	0.7384654245887472	-1.674628118475	9.399006693367436E-30	6.350397797676479	0.5	0.5												
lmo2677	0.21589138797590834	0.7895864861795214	-0.9455109043795	2.1568058783084508E-9	-4.379567491061807	0.5000000648621632	0.5000030917812266												
lmo2678	-0.3129048468951705	0.7042564733413232	-0.8513027044860002	2.98563888191994E-8	2.720644032628884	0.500000776453209	0.5000427991333724												
lmo2679	-0.11894378071307088	0.8886517143846844	-1.058690149248	1.014856441110611E-35	8.90076087123788	0.5	0.5												
lmo2680	0.13845124048937052	0.8699189354537458	-1.102696182721	1.1735106726742412E-4	-7.964509229555502	0.5015766795921287	0.6682227549278524												
lmo2681	0.050497312776251135	0.958278314635566	-1.2234574867450005	4.2522866432216986E-15	-24.228170163549617	0.5000000000002783	0.5000000000060957												
lmo2682	-0.9050198417666504	0.38442567752860346	-1.628857350075	1.3841879036782233E-21	1.7998029158072133	0.5	0.5												
lmo2683	-1.0849551039436314	0.15510486225348663	-2.1147992572599996	3.2451666033194323E-10	1.9492043952538276	0.5000000110950369	0.5000004651946326												
lmo2684	-2.206525568568191	0.007283960335384476	-3.5991330733900004	1.4687688918772749E-40	1.6311313699054344	0.5	0.5												
lmo2685	-1.8462225192249004	0.03792462097703109	-3.3042580951100007	2.778458380420658E-7	1.7897398935948563	0.5000061496945319	0.5003982920088333												
lmo2686	0.6360692724462105	0.44146471073068483	0.3881153091839997	0.947393543072626	0.6101777369175162	1.0	1.0												
lmo2687	0.6612943004589198	0.43228106157350954	-0.6638413942970005	5.354902653589301E-5	-1.0038516797079804	0.5007868308120564	0.5767625295392026												
lmo2688	0.5891095219788403	0.512794150609331	-0.669205350665	8.82534770398953E-5	-1.1359608454759227	0.5012401906404607	0.6265113593366899												
lmo2689	0.8304412279771993	0.3614349643629531	-0.43478222029699976	4.476161020770753E-4	-0.5235556781736963	0.5052178450914496	1.0												
lmo2689a			0.0653125349585002	0.8970467436077696	-6.531253495850021E-8	1.0	1.0												
lmo2690	1.1273207575844708	0.1921958753431081	0.22931970887249986	0.5377111539060015	0.2034201067705584	1.0	1.0												
lmo2691	-0.12858691546852974	0.8742836309271004	-0.3171207880800002	0.11721299044130717	2.4661979558690956	1.0	1.0												
lmo2692	0.34190841623910906	0.6704921605660483	-0.7745846495775002	0.009035223532645093	-2.2654740649490326	0.5766385624821302	1.0												
lmo2693	-0.09583847491173003	0.9040787958783212	-0.6604778457000002	2.9428036948243334E-5	6.891572996213881	0.5004553649388459	0.5421850909653069												
lmo2694	-0.9418397797151492	0.25400048716454104	-1.3483052138870004	4.230482670768314E-22	1.4315653712298952	0.5	0.5												
lmo2695	-1.6497034345879502	0.04024558818094626	-2.7241533451100004	1.2589400205234874E-39	1.6512988261980661	0.5	0.5												
lmo2696	-1.3803959445991705	0.08244346279794679	-2.2101971323400003	4.406660166265333E-24	1.601132733682278	0.5	0.5												
lmo2697	-1.2369937339199097	0.10958263712212424	-2.1323354513500004	4.064015830942213E-10	1.7238045698039568	0.5000000136281626	0.5000005825766694												
lmo2698	-0.4329714617217286	0.6766825883250966	-0.31884778687500015	0.04194594050026283	0.7364175588088161	0.7942180310371622	1.0												
lmo2699	-0.009825485845290416	0.9913508289737947	-0.7373225058049999	2.790200491735592E-7	75.0418368531278	0.5000061645364634	0.5003999752404903												
lmo2700	-0.1862573213073908	0.8148194048249023	-1.45986617337	1.2095135628186543E-14	7.837899542003515	0.5000000000007402	0.5000000000173384												
lmo2701	-0.31032143884121055	0.6945407958598753	-0.4596237748755003	0.22540699967010913	1.4811215641168989	1.0	1.0												
lmo2702	-0.1909625959020893	0.8079514708946962	-0.32174185731000016	0.282877919456166	1.6848422896123816	1.0	1.0												
lmo2703	0.06657593979130816	0.9332169400476662	0.13105034665100024	0.6437149500939967	1.9684340478226272	1.0	1.0												
lmo2704	0.2418686350985091	0.7613585199534252	-0.2480779645750002	0.009289074961522313	-1.0256723219774326	0.5785197097090665	1.0												
