#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCF_002114885.1	PRJNA224116	SAMN06472815	NAUR00000000.1	na	1639	1639	Listeria monocytogenes	strain=FRR B 2976		latest	Contig	Major	Full	2017/04/28	ASM211488v1	Queensland Health	GCA_002114885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/114/885/GCF_002114885.1_ASM211488v1		
GCF_002114905.1	PRJNA224116	SAMN06472814	NAUS00000000.1	na	1639	1639	Listeria monocytogenes	strain=FRR B 2975		latest	Contig	Major	Full	2017/04/28	ASM211490v1	Queensland Health	GCA_002114905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/114/905/GCF_002114905.1_ASM211490v1		
GCF_002114915.1	PRJNA224116	SAMN06472813	NAUT00000000.1	na	1639	1639	Listeria monocytogenes	strain=FRR B 2972		latest	Contig	Major	Full	2017/04/28	ASM211491v1	Queensland Health	GCA_002114915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/114/915/GCF_002114915.1_ASM211491v1		
GCF_002114945.1	PRJNA224116	SAMN06472812	NAUU00000000.1	na	1639	1639	Listeria monocytogenes	strain=FRR B 2971		latest	Contig	Major	Full	2017/04/28	ASM211494v1	Queensland Health	GCA_002114945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/114/945/GCF_002114945.1_ASM211494v1		
GCF_002114965.1	PRJNA224116	SAMN06472811	NAUV00000000.1	na	1639	1639	Listeria monocytogenes	strain=FRR B 2947		latest	Contig	Major	Full	2017/04/28	ASM211496v1	Queensland Health	GCA_002114965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/114/965/GCF_002114965.1_ASM211496v1		
GCF_002114975.1	PRJNA224116	SAMN06472810	NAUW00000000.1	na	1639	1639	Listeria monocytogenes	strain=FRR B 2962		latest	Contig	Major	Full	2017/04/28	ASM211497v1	Queensland Health	GCA_002114975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/114/975/GCF_002114975.1_ASM211497v1		
GCF_002115005.1	PRJNA224116	SAMN06472809	NAUX00000000.1	na	1639	1639	Listeria monocytogenes	strain=FRR B 2961		latest	Contig	Major	Full	2017/04/28	ASM211500v1	Queensland Health	GCA_002115005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/115/005/GCF_002115005.1_ASM211500v1		
GCF_002115025.1	PRJNA224116	SAMN06472808	NAUY00000000.1	na	1639	1639	Listeria monocytogenes	strain=FRR B 2955		latest	Contig	Major	Full	2017/04/28	ASM211502v1	Queensland Health	GCA_002115025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/115/025/GCF_002115025.1_ASM211502v1		
GCF_002115035.1	PRJNA224116	SAMN06472807	NAUZ00000000.1	na	1639	1639	Listeria monocytogenes	strain=FRR B 2887		latest	Contig	Major	Full	2017/04/28	ASM211503v1	Queensland Health	GCA_002115035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/115/035/GCF_002115035.1_ASM211503v1		
GCF_002115065.1	PRJNA224116	SAMN06472806	NAVA00000000.1	na	1639	1639	Listeria monocytogenes	strain=FRR B 2727		latest	Contig	Major	Full	2017/04/28	ASM211506v1	Queensland Health	GCA_002115065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/115/065/GCF_002115065.1_ASM211506v1		
GCF_002115205.1	PRJNA224116	SAMN06472828	NAUE00000000.1	na	1639	1639	Listeria monocytogenes	strain=FRR B 2985		latest	Contig	Major	Full	2017/04/28	ASM211520v1	Queensland Health	GCA_002115205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/115/205/GCF_002115205.1_ASM211520v1		
GCF_002131885.1	PRJNA224116	SAMN03253341	MTDL00000000.1	na	1639	1639	Listeria monocytogenes	strain=PNUSAL001135		latest	Scaffold	Major	Full	2017/05/11	ASM213188v1	FDA	GCA_002131885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/131/885/GCF_002131885.1_ASM213188v1		
GCF_002131895.1	PRJNA224116	SAMN02429381	MTDK00000000.1	na	1639	1639	Listeria monocytogenes	strain=PNUSAL000441		latest	Scaffold	Major	Full	2017/05/11	ASM213189v1	FDA	GCA_002131895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/131/895/GCF_002131895.1_ASM213189v1		
GCF_002131925.1	PRJNA224116	SAMN01939119	MTHA00000000.1	na	1299895	1639	Listeria monocytogenes CFSAN002349	strain=CFSAN002349		latest	Scaffold	Major	Full	2017/05/11	ASM213192v1	FDA	GCA_002131925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/131/925/GCF_002131925.1_ASM213192v1		
GCF_002131935.1	PRJNA224116	SAMN03299421	MTCL00000000.1	na	1639	1639	Listeria monocytogenes	strain=FDA00008761		latest	Scaffold	Major	Full	2017/05/11	ASM213193v1	FDA	GCA_002131935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/131/935/GCF_002131935.1_ASM213193v1		
GCF_002131965.1	PRJNA224116	SAMN02990455	MTFL00000000.1	na	1639	1639	Listeria monocytogenes	strain=MOD1_LS1006		latest	Scaffold	Major	Full	2017/05/11	LS1006.fasta	FDA	GCA_002131965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/131/965/GCF_002131965.1_LS1006.fasta		
GCF_002131975.1	PRJNA224116	SAMN02991375	MTFM00000000.1	na	1639	1639	Listeria monocytogenes	strain=MOD1_LS982		latest	Scaffold	Major	Full	2017/05/11	LS982.fasta	FDA	GCA_002131975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/131/975/GCF_002131975.1_LS982.fasta		
GCF_002132005.1	PRJNA224116	SAMN02991389	MTFJ00000000.1	na	1639	1639	Listeria monocytogenes	strain=MOD1_LS1003		latest	Scaffold	Major	Full	2017/05/11	LS1003.fasta	FDA	GCA_002132005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/005/GCF_002132005.1_LS1003.fasta		
GCF_002132025.1	PRJNA224116	SAMN02991394	MTFK00000000.1	na	1639	1639	Listeria monocytogenes	strain=MOD1_LS1011		latest	Scaffold	Major	Full	2017/05/11	LS1011.fasta	FDA	GCA_002132025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/025/GCF_002132025.1_LS1011.fasta		
GCF_002132045.1	PRJNA224116	SAMN02990451	MTDI00000000.1	na	1639	1639	Listeria monocytogenes	strain=MOD1_LS991		latest	Scaffold	Major	Full	2017/05/11	ASM213204v1	FDA	GCA_002132045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/045/GCF_002132045.1_ASM213204v1		
GCF_002132055.1	PRJNA224116	SAMN03277690	MTFR00000000.1	na	1639	1639	Listeria monocytogenes	strain=NRRL B-33590		latest	Scaffold	Major	Full	2017/05/11	ASM213205v1	FDA	GCA_002132055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/055/GCF_002132055.1_ASM213205v1		
GCF_002132085.1	PRJNA224116	SAMN03299418	MTEZ00000000.1	na	1639	1639	Listeria monocytogenes	strain=FDA00008758		latest	Contig	Major	Full	2017/05/11	ASM213208v1	FDA	GCA_002132085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/085/GCF_002132085.1_ASM213208v1		
GCF_002132095.1	PRJNA224116	SAMN02990453	MTDH00000000.1	na	1639	1639	Listeria monocytogenes	strain=MOD1_LS999		latest	Scaffold	Major	Full	2017/05/11	ASM213209v1	FDA	GCA_002132095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/095/GCF_002132095.1_ASM213209v1		
GCF_002132125.1	PRJNA224116	SAMN02991388	MTDE00000000.1	na	1639	1639	Listeria monocytogenes	strain=MOD1_LS1002		latest	Scaffold	Major	Full	2017/05/11	ASM213212v1	FDA	GCA_002132125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/125/GCF_002132125.1_ASM213212v1		
GCF_002132135.1	PRJNA224116	SAMN02991385	MTFP00000000.1	na	1639	1639	Listeria monocytogenes	strain=MOD1_LS998		latest	Scaffold	Major	Full	2017/05/11	LS998.fasta	FDA	GCA_002132135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/135/GCF_002132135.1_LS998.fasta		
GCF_002132165.1	PRJNA224116	SAMN02990447	MTDG00000000.1	na	1639	1639	Listeria monocytogenes	strain=MOD1_LS984		latest	Contig	Major	Full	2017/05/11	ASM213216v1	FDA	GCA_002132165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/165/GCF_002132165.1_ASM213216v1		
GCF_002132185.1	PRJNA224116	SAMN02991378	MTFG00000000.1	na	1639	1639	Listeria monocytogenes	strain=MOD1_LS989		latest	Scaffold	Major	Full	2017/05/11	LS989.fasta	FDA	GCA_002132185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/185/GCF_002132185.1_LS989.fasta		
GCF_002132195.1	PRJNA224116	SAMN02991377	MTFI00000000.1	na	1639	1639	Listeria monocytogenes	strain=MOD1_LS985		latest	Scaffold	Major	Full	2017/05/11	LS985.fasta	FDA	GCA_002132195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/195/GCF_002132195.1_LS985.fasta		
GCF_002132205.1	PRJNA224116	SAMN03013659	MTDN00000000.1	na	1639	1639	Listeria monocytogenes	strain=PNUSAL000904		latest	Scaffold	Major	Full	2017/05/11	ASM213220v1	FDA	GCA_002132205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/205/GCF_002132205.1_ASM213220v1		
GCF_002132245.1	PRJNA224116	SAMN03253388	MTDV00000000.1	na	1639	1639	Listeria monocytogenes	strain=PNUSAL001188		latest	Scaffold	Major	Full	2017/05/11	ASM213224v1	FDA	GCA_002132245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/245/GCF_002132245.1_ASM213224v1		
GCF_002132255.1	PRJNA224116	SAMN03253395	MTDW00000000.1	na	1639	1639	Listeria monocytogenes	strain=PNUSAL001195		latest	Scaffold	Major	Full	2017/05/11	ASM213225v1	FDA	GCA_002132255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/255/GCF_002132255.1_ASM213225v1		
GCF_002132265.1	PRJNA224116	SAMN03067789	MTDP00000000.1	na	1639	1639	Listeria monocytogenes	strain=PNUSAL000982		latest	Scaffold	Major	Full	2017/05/11	ASM213226v1	FDA	GCA_002132265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/265/GCF_002132265.1_ASM213226v1		
GCF_002132305.1	PRJNA224116	SAMN02990445	MTDJ00000000.1	na	1639	1639	Listeria monocytogenes	strain=MOD1_LS979		latest	Scaffold	Major	Full	2017/05/11	ASM213230v1	FDA	GCA_002132305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/305/GCF_002132305.1_ASM213230v1		
GCF_002132325.1	PRJNA224116	SAMN02991382	MTFO00000000.1	na	1639	1639	Listeria monocytogenes	strain=MOD1_LS995		latest	Contig	Major	Full	2017/05/11	LS995.fasta	FDA	GCA_002132325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/325/GCF_002132325.1_LS995.fasta		
GCF_002132335.1	PRJNA224116	SAMN02990452	MTDM00000000.1	na	1639	1639	Listeria monocytogenes	strain=MOD1_LS992		latest	Scaffold	Major	Full	2017/05/11	ASM213233v1	FDA	GCA_002132335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/335/GCF_002132335.1_ASM213233v1		
GCF_002132365.1	PRJNA224116	SAMN03299420	MTFA00000000.1	na	1639	1639	Listeria monocytogenes	strain=FDA00008760		latest	Scaffold	Major	Full	2017/05/11	ASM213236v1	FDA	GCA_002132365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/365/GCF_002132365.1_ASM213236v1		
GCF_002132385.1	PRJNA224116	SAMN02990456	MTFN00000000.1	na	1639	1639	Listeria monocytogenes	strain=MOD1_LS1010		latest	Scaffold	Major	Full	2017/05/11	LS1010.fasta	FDA	GCA_002132385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/385/GCF_002132385.1_LS1010.fasta		
GCF_002132405.1	PRJNA224116	SAMN02991392	MTFF00000000.1	na	1639	1639	Listeria monocytogenes	strain=MOD1_LS1008		latest	Contig	Major	Full	2017/05/11	LS1008.fasta	FDA	GCA_002132405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/405/GCF_002132405.1_LS1008.fasta		
GCF_002132415.1	PRJNA224116	SAMN02990444	MTDF00000000.1	na	1639	1639	Listeria monocytogenes	strain=MOD1_LS978		latest	Contig	Major	Full	2017/05/11	ASM213241v1	FDA	GCA_002132415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/415/GCF_002132415.1_ASM213241v1		
GCF_002132435.1	PRJNA224116	SAMN02991390	MTFH00000000.1	na	1639	1639	Listeria monocytogenes	strain=MOD1_LS1005		latest	Scaffold	Major	Full	2017/05/11	LS1005.fasta	FDA	GCA_002132435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/435/GCF_002132435.1_LS1005.fasta		
GCF_002132465.1	PRJNA224116	SAMN03067780	MTDO00000000.1	na	1639	1639	Listeria monocytogenes	strain=PNUSAL000972		latest	Scaffold	Major	Full	2017/05/11	ASM213246v1	FDA	GCA_002132465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/465/GCF_002132465.1_ASM213246v1		
GCF_002132475.1	PRJNA224116	SAMN03253354	MTDQ00000000.1	na	1639	1639	Listeria monocytogenes	strain=PNUSAL001151		latest	Scaffold	Major	Full	2017/05/11	ASM213247v1	FDA	GCA_002132475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/475/GCF_002132475.1_ASM213247v1		
GCF_002132505.1	PRJNA224116	SAMN03253380	MTDS00000000.1	na	1639	1639	Listeria monocytogenes	strain=PNUSAL001180		latest	Scaffold	Major	Full	2017/05/11	ASM213250v1	FDA	GCA_002132505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/505/GCF_002132505.1_ASM213250v1		
GCF_002132515.1	PRJNA224116	SAMN03253377	MTDR00000000.1	na	1639	1639	Listeria monocytogenes	strain=PNUSAL001177		latest	Scaffold	Major	Full	2017/05/11	ASM213251v1	FDA	GCA_002132515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/515/GCF_002132515.1_ASM213251v1		
GCF_002132545.1	PRJNA224116	SAMN03253386	MTDU00000000.1	na	1639	1639	Listeria monocytogenes	strain=PNUSAL001186		latest	Scaffold	Major	Full	2017/05/11	ASM213254v1	FDA	GCA_002132545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/545/GCF_002132545.1_ASM213254v1		
GCF_002132565.1	PRJNA224116	SAMN03253382	MTDT00000000.1	na	1639	1639	Listeria monocytogenes	strain=PNUSAL001182		latest	Scaffold	Major	Full	2017/05/11	ASM213256v1	FDA	GCA_002132565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/565/GCF_002132565.1_ASM213256v1		
GCF_002132575.1	PRJNA224116	SAMN03760843	MTFB00000000.1	na	1639	1639	Listeria monocytogenes	strain=PNUSAL001067		latest	Contig	Major	Full	2017/05/11	ASM213257v1	FDA	GCA_002132575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/575/GCF_002132575.1_ASM213257v1		
GCF_002132585.1	PRJNA224116	SAMN03567988	MTFC00000000.1	na	1639	1639	Listeria monocytogenes	strain=PNUSAL001411	PNUSAL001411	latest	Scaffold	Major	Full	2017/05/11	ASM213258v1	FDA	GCA_002132585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/585/GCF_002132585.1_ASM213258v1		
GCF_002132625.1	PRJNA224116	SAMN04148336	MTFD00000000.1	na	1639	1639	Listeria monocytogenes	strain=CDPHFDLB-F15M03122-1		latest	Contig	Major	Full	2017/05/11	ASM213262v1	FDA	GCA_002132625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/625/GCF_002132625.1_ASM213262v1		
GCF_002132645.1	PRJNA224116	SAMN03976210	MTQQ00000000.1	na	1639	1639	Listeria monocytogenes	strain=PNUSAL001598		latest	Scaffold	Major	Full	2017/05/11	ASM213264v1	FDA	GCA_002132645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/645/GCF_002132645.1_ASM213264v1		
GCF_002132655.1	PRJNA224116	SAMN03976214	MTQR00000000.1	na	1639	1639	Listeria monocytogenes	strain=PNUSAL001602		latest	Scaffold	Major	Full	2017/05/11	ASM213265v1	FDA	GCA_002132655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/655/GCF_002132655.1_ASM213265v1		
GCF_002132685.1	PRJNA224116	SAMN04102322	MTQT00000000.1	na	1639	1639	Listeria monocytogenes	strain=PNUSAL001751		latest	Scaffold	Major	Full	2017/05/11	ASM213268v1	FDA	GCA_002132685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/685/GCF_002132685.1_ASM213268v1		
GCF_002132705.1	PRJNA224116	SAMN03299419	MTJK00000000.1	na	1639	1639	Listeria monocytogenes	strain=FDA00008759		latest	Scaffold	Major	Full	2017/05/11	ASM213270v1	FDA	GCA_002132705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/705/GCF_002132705.1_ASM213270v1		
GCF_002132715.1	PRJNA224116	SAMN02317151	MTQW00000000.1	na	1639	1639	Listeria monocytogenes	strain=PNUSAL000113		latest	Scaffold	Major	Full	2017/05/11	ASM213271v1	FDA	GCA_002132715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/715/GCF_002132715.1_ASM213271v1		
GCF_002132735.1	PRJNA224116	SAMN04263438	MTQX00000000.1	na	1639	1639	Listeria monocytogenes	strain=PNUSAL001831		latest	Scaffold	Major	Full	2017/05/11	ASM213273v1	FDA	GCA_002132735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/735/GCF_002132735.1_ASM213273v1		
GCF_002132765.1	PRJNA224116	SAMN04287730	MTQZ00000000.1	na	1639	1639	Listeria monocytogenes	strain=PNUSAL001827		latest	Scaffold	Major	Full	2017/05/11	ASM213276v1	FDA	GCA_002132765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/765/GCF_002132765.1_ASM213276v1		
GCF_002132785.1	PRJNA224116	SAMN04025317	MTQS00000000.1	na	1639	1639	Listeria monocytogenes	strain=PNUSAL001652		latest	Scaffold	Major	Full	2017/05/11	ASM213278v1	FDA	GCA_002132785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/785/GCF_002132785.1_ASM213278v1		
GCF_002132805.1	PRJNA224116	SAMN03218402	MTJE00000000.1	na	1639	1639	Listeria monocytogenes	strain=FDA00008554		latest	Scaffold	Major	Full	2017/05/11	ASM213280v1	FDA	GCA_002132805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/805/GCF_002132805.1_ASM213280v1		
GCF_002132815.1	PRJNA224116	SAMN03218398	MTJF00000000.1	na	1639	1639	Listeria monocytogenes	strain=FDA00008550		latest	Scaffold	Major	Full	2017/05/11	ASM213281v1	FDA	GCA_002132815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/815/GCF_002132815.1_ASM213281v1		
GCF_002132835.1	PRJNA224116	SAMN03218401	MTJG00000000.1	na	1639	1639	Listeria monocytogenes	strain=FDA00008553		latest	Scaffold	Major	Full	2017/05/11	ASM213283v1	FDA	GCA_002132835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/835/GCF_002132835.1_ASM213283v1		
GCF_002132865.1	PRJNA224116	SAMN03218400	MTJH00000000.1	na	1639	1639	Listeria monocytogenes	strain=FDA00008552		latest	Scaffold	Major	Full	2017/05/11	ASM213286v1	FDA	GCA_002132865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/865/GCF_002132865.1_ASM213286v1		
GCF_002132885.1	PRJNA224116	SAMN04147145	MTQU00000000.1	na	1639	1639	Listeria monocytogenes	strain=PNUSAL001765		latest	Scaffold	Major	Full	2017/05/11	ASM213288v1	FDA	GCA_002132885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/885/GCF_002132885.1_ASM213288v1		
GCF_002132895.1	PRJNA224116	SAMN03218403	MTJI00000000.1	na	1639	1639	Listeria monocytogenes	strain=FDA00008555		latest	Scaffold	Major	Full	2017/05/11	ASM213289v1	FDA	GCA_002132895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/895/GCF_002132895.1_ASM213289v1		
GCF_002132915.1	PRJNA224116	SAMN04148337	MTQV00000000.1	na	1639	1639	Listeria monocytogenes	strain=CDPHFDLB-F15M03122-2		latest	Scaffold	Major	Full	2017/05/11	ASM213291v1	FDA	GCA_002132915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/915/GCF_002132915.1_ASM213291v1		
GCF_002132945.1	PRJNA224116	SAMN03462190	MTRS00000000.1	na	1639	1639	Listeria monocytogenes	strain=CDPHFDLB-F14M01770.86-1		latest	Scaffold	Major	Full	2017/05/11	ASM213294v1	FDA	GCA_002132945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/945/GCF_002132945.1_ASM213294v1		
GCF_002132955.1	PRJNA224116	SAMN04287743	MTRA00000000.1	na	1639	1639	Listeria monocytogenes	strain=PNUSAL001885		latest	Scaffold	Major	Full	2017/05/11	ASM213295v1	FDA	GCA_002132955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/955/GCF_002132955.1_ASM213295v1		
GCF_002132975.1	PRJNA224116	SAMN03218399	MTJJ00000000.1	na	1639	1639	Listeria monocytogenes	strain=FDA00008551		latest	Scaffold	Major	Full	2017/05/11	ASM213297v1	FDA	GCA_002132975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/975/GCF_002132975.1_ASM213297v1		
GCF_002132985.1	PRJNA224116	SAMN04263439	MTQY00000000.1	na	1639	1639	Listeria monocytogenes	strain=PNUSAL001833		latest	Scaffold	Major	Full	2017/05/11	ASM213298v1	FDA	GCA_002132985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/985/GCF_002132985.1_ASM213298v1		
GCF_002133025.1	PRJNA224116	SAMN04362095	MTRB00000000.1	na	1639	1639	Listeria monocytogenes	strain=FDA00009738		latest	Scaffold	Major	Full	2017/05/11	ASM213302v1	FDA	GCA_002133025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/133/025/GCF_002133025.1_ASM213302v1		
